day,month,year,precip_m,tmax,tmin
7,3,1939,0,16.4,-3.1
8,3,1939,0,16.7,1.2
9,3,1939,0,22.2,-1.9
10,3,1939,0.0071,13.4,1.7
11,3,1939,0.0025,21.1,9
12,3,1939,0.0178,19.6,10.8
13,3,1939,0,18.1,0.9
14,3,1939,0,17.8,-2.4
15,3,1939,0.0099,17.5,9.4
16,3,1939,0,9.2,-0.2
17,3,1939,0,9.3,-5.8
18,3,1939,0,8.3,-3.6
19,3,1939,0,13.1,-8.6
20,3,1939,0,19.6,-4.9
21,3,1939,0,17.2,-1.7
22,3,1939,0,23.3,-2.4
23,3,1939,0,25.3,0.1
24,3,1939,0,26.7,1.6
25,3,1939,0,19.7,3.6
26,3,1939,0.0074,19.7,8.1
27,3,1939,0.013,17.2,11.4
28,3,1939,0,22.8,5
29,3,1939,0.0107,15.4,3.7
30,3,1939,0.0396,20,9.2
31,3,1939,0,16.7,1.1
1,4,1939,0.017,15.6,1.9
2,4,1939,0,16.7,1.7
3,4,1939,0,16.9,2.8
4,4,1939,0,19.2,-0.1
5,4,1939,0,18.6,-3.6
6,4,1939,0.0163,16.7,10.6
7,4,1939,0,8.9,0.1
8,4,1939,0.0005,12.8,-3.3
9,4,1939,0.0008,20.8,-0.6
10,4,1939,0,21.8,3.3
11,4,1939,0.0173,20,11.4
12,4,1939,0,11.6,-1.2
13,4,1939,0,15.8,-3
14,4,1939,0,20.8,-2.5
15,4,1939,0,24.4,3.6
16,4,1939,0,25,10
17,4,1939,0.0267,21.1,15
18,4,1939,0.002,19.4,10
19,4,1939,0,9.4,3.6
20,4,1939,0,18.1,-1.7
21,4,1939,0,20.6,2.2
22,4,1939,0,22.2,0.6
23,4,1939,0,24.7,-0.3
24,4,1939,0,26.1,1.8
25,4,1939,0.0363,20,10.6
26,4,1939,0.0145,26.9,13.8
27,4,1939,0.0025,25,11.4
28,4,1939,0,20.3,6.9
29,4,1939,0,18.9,5
30,4,1939,0,22.5,0
1,5,1939,0,22.2,2.9
2,5,1939,0,17.2,0.3
3,5,1939,0,17.8,-1.7
4,5,1939,0,21.7,-1.1
5,5,1939,0,24.4,0.2
6,5,1939,0,25,2.8
7,5,1939,0.0003,18.9,6.1
8,5,1939,0.0119,18.3,9.6
9,5,1939,0,18.9,14.1
10,5,1939,0,24.4,7.1
11,5,1939,0,28.3,4.8
12,5,1939,0,22.8,8.3
13,5,1939,0.0013,18.3,12.5
14,5,1939,0.0025,10,8.9
15,5,1939,0.0003,11.1,1.3
16,5,1939,0.0038,17.2,3.4
17,5,1939,0,22.2,6.4
18,5,1939,0,25,6.8
19,5,1939,0.002,20.6,9.4
20,5,1939,0.002,23.1,12.2
21,5,1939,0.0013,23.3,8.3
22,5,1939,0.0008,26.9,12.5
23,5,1939,0.0008,26.7,15
24,5,1939,0,29.4,10.6
25,5,1939,0,27.5,12.8
26,5,1939,0.0005,26.7,14.4
27,5,1939,0.0203,26.1,16.1
28,5,1939,0.0061,27.8,14.4
29,5,1939,0.0023,26.7,14.7
30,5,1939,0.0003,25.8,13.8
31,5,1939,0.0005,26.4,13.9
1,6,1939,0.0097,27.2,16.9
2,6,1939,0.0094,27.2,15.6
3,6,1939,0,25.8,14.7
4,6,1939,0.0015,28.6,15
5,6,1939,0,29.4,14.4
6,6,1939,0,29.2,13.2
7,6,1939,0,29.7,13.9
8,6,1939,0,26.4,15.6
9,6,1939,0.0038,28.3,13.9
10,6,1939,0,26.1,13.3
11,6,1939,0.0094,27.8,14.7
12,6,1939,0,27.5,12.5
13,6,1939,0.0145,26.1,12.5
14,6,1939,0.001,28.1,15
15,6,1939,0,21.1,13.9
16,6,1939,0.0003,26.7,19.2
17,6,1939,0.0094,26.1,17.8
18,6,1939,0.0025,27.8,16.7
19,6,1939,0.0046,30,16.1
20,6,1939,0,30,14.4
21,6,1939,0,30.8,14.4
22,6,1939,0,32.2,14.7
23,6,1939,0,28.3,14.4
24,6,1939,0,28.3,10.6
25,6,1939,0.0234,26.1,14.7
26,6,1939,0,29.4,14.7
27,6,1939,0,28.9,13.9
28,6,1939,0.0005,28.3,13.3
29,6,1939,0.0112,28.1,17.8
30,6,1939,0.003,28.3,16.7
1,7,1939,0,28.3,13.6
2,7,1939,0,28.9,11.7
3,7,1939,0.0038,28.3,17.5
4,7,1939,0.0008,26.7,16.1
5,7,1939,0,30,16.7
6,7,1939,0,29.4,16.1
7,7,1939,0,28.6,17.2
8,7,1939,0.0023,28.9,18.3
9,7,1939,0.0447,29.4,17.8
10,7,1939,0.0061,28.3,17.5
11,7,1939,0,29.4,13.3
12,7,1939,0,27.8,12.2
13,7,1939,0,29.4,12.8
14,7,1939,0,30.8,16.7
15,7,1939,0,30.6,12.2
16,7,1939,0,27.8,10.3
17,7,1939,0,30.3,8.3
18,7,1939,0,32.8,11.9
19,7,1939,0.0091,33.6,15
20,7,1939,0.0109,28.9,15.3
21,7,1939,0.0091,26.7,15.8
22,7,1939,0.0018,26.7,13.9
23,7,1939,0.033,30,15.8
24,7,1939,0.0005,28.6,16.1
25,7,1939,0.0175,25.3,16.9
26,7,1939,0,29.4,15.6
27,7,1939,0,30.3,15.6
28,7,1939,0.0069,29.7,14.4
29,7,1939,0,28.3,15
30,7,1939,0.003,26.4,14.4
31,7,1939,0.0008,28.9,14.4
1,8,1939,0.0064,27.2,15
2,8,1939,0,29.7,12.2
3,8,1939,0.0076,24.4,13.9
4,8,1939,0,29.4,15
5,8,1939,0,28.3,15.3
6,8,1939,0.0048,26.7,11.7
7,8,1939,0.0003,23.9,12.8
8,8,1939,0,26.1,13.3
9,8,1939,0,29.4,14.7
10,8,1939,0,33.1,14.4
11,8,1939,0.0005,29.4,16.1
12,8,1939,0,29.4,17.2
13,8,1939,0.0069,28.1,18.9
14,8,1939,0.0084,25.8,17.5
15,8,1939,0.0033,24.4,17.8
16,8,1939,0.016,24.4,18.3
17,8,1939,0.0594,21.1,18.1
18,8,1939,0.0003,29.4,15.8
19,8,1939,0,30.8,16.4
20,8,1939,0,28.9,15
21,8,1939,0,28.6,12.8
22,8,1939,0,29.7,15
23,8,1939,0,29.4,9.4
24,8,1939,0.002,26.4,15.6
25,8,1939,0.0137,26.7,13.3
26,8,1939,0.0061,28.1,11.4
27,8,1939,0.0135,26.7,12.2
28,8,1939,0,26.7,13.3
29,8,1939,0.0056,26.4,11.7
30,8,1939,0.0005,25,11.1
31,8,1939,0,26.4,13.3
1,9,1939,0,27.2,11.9
2,9,1939,0,27.2,11.9
3,9,1939,0.0023,29.4,10.6
4,9,1939,0,27.2,13.9
5,9,1939,0,28.3,13.6
6,9,1939,0,28.6,9.4
7,9,1939,0,30,11.7
8,9,1939,0,32.2,11.1
9,9,1939,0,33.1,12.8
10,9,1939,0,32.8,14.4
11,9,1939,0,28.9,8.9
12,9,1939,0,28.3,8.3
13,9,1939,0,31.4,10.6
14,9,1939,0.0043,28.9,12.5
15,9,1939,0,26.7,10
16,9,1939,0,28.1,15.6
17,9,1939,0,29.2,13.9
18,9,1939,0,24.2,15.3
19,9,1939,0.0046,16.7,13.6
20,9,1939,0.0018,21.9,12.8
21,9,1939,0,25.6,9.2
22,9,1939,0,24.7,5.3
23,9,1939,0,25,6.7
24,9,1939,0,24.4,9.2
25,9,1939,0,28.3,6.9
26,9,1939,0.0074,22.2,5.6
27,9,1939,0.0005,25,15.6
28,9,1939,0,29.2,10.8
29,9,1939,0,28.9,13.1
30,9,1939,0.0069,26.7,13.6
1,10,1939,0.0117,21.1,12.2
2,10,1939,0,24.7,3.9
3,10,1939,0,21.1,7.5
4,10,1939,0,24.7,6.1
5,10,1939,0,23.6,5
6,10,1939,0,28.1,8.3
7,10,1939,0.015,26.7,7.2
8,10,1939,0,28.1,8.6
9,10,1939,0,28.3,9.7
10,10,1939,0,26.9,8.3
11,10,1939,0,27.2,9.4
12,10,1939,0,21.9,8.3
13,10,1939,0,21.1,0.3
14,10,1939,0,20.8,1.9
15,10,1939,0,16.9,-3.9
16,10,1939,0,21.4,-5.3
17,10,1939,0,23.9,-2.8
18,10,1939,0,21.4,1.4
19,10,1939,0,21.9,2.2
20,10,1939,0,25.3,6.4
21,10,1939,0,26.1,4.2
22,10,1939,0,25.8,9.4
23,10,1939,0,27.2,3.6
24,10,1939,0,28.3,4.4
25,10,1939,0,23.3,10
26,10,1939,0,20.6,11.4
27,10,1939,0,27.5,15
28,10,1939,0.0015,18.3,15.6
29,10,1939,0,16.1,-5.3
30,10,1939,0,16.4,-3.3
31,10,1939,0.001,10.8,0
1,11,1939,0,17.5,-4.7
2,11,1939,0,18.6,-5.3
3,11,1939,0,12.8,-3.9
4,11,1939,0,11.4,0
5,11,1939,0,12.5,-3.9
6,11,1939,0,15.6,-7.8
7,11,1939,0,15.8,-5.3
8,11,1939,0,19.2,-2.8
9,11,1939,0,21.4,-5.3
10,11,1939,0,19.2,-4.7
11,11,1939,0.0003,18.9,5.6
12,11,1939,0.001,12.2,7.2
13,11,1939,0.0005,10.6,-1.4
14,11,1939,0,19.4,-6.4
15,11,1939,0,20.6,-5.6
16,11,1939,0,19.7,-3.3
17,11,1939,0,23.1,-4.4
18,11,1939,0,18.3,0.6
19,11,1939,0.0119,16.4,4.4
20,11,1939,0.001,12.8,8.3
21,11,1939,0.0003,8.3,3.9
22,11,1939,0,10.3,1.7
23,11,1939,0,7.2,0.8
24,11,1939,0,6.9,-3.3
25,11,1939,0.0089,3.1,0
26,11,1939,0,10,0
27,11,1939,0,13.1,-8.1
28,11,1939,0,17.5,-6.9
29,11,1939,0,18.1,-6.1
30,11,1939,0,16.4,-1.9
1,12,1939,0.018,11.1,5
2,12,1939,0.0008,12.2,-0.6
3,12,1939,0,3.3,-0.8
4,12,1939,0,7.5,-4.2
5,12,1939,0,13.6,-5.3
6,12,1939,0,15,-2.8
7,12,1939,0,21.4,-6.4
8,12,1939,0,18.3,-3.3
9,12,1939,0,19.7,-8.6
10,12,1939,0,17.2,-3.6
11,12,1939,0,18.1,0
12,12,1939,0,15.6,-8.6
13,12,1939,0.0053,11.4,-3.9
14,12,1939,0,11.4,-10.3
15,12,1939,0,10,-10.6
16,12,1939,0,14.2,-1.4
17,12,1939,0,20.8,4.2
18,12,1939,0,21.4,-3.9
19,12,1939,0.0102,15.3,1.7
20,12,1939,0.0036,8.3,0.6
21,12,1939,0,10,-5.8
22,12,1939,0,11.4,-10
23,12,1939,0.0188,1.7,-0.8
24,12,1939,0.0135,9.4,-0.6
25,12,1939,0,10.3,-9.4
26,12,1939,0.0292,2.5,-0.8
27,12,1939,0.0023,7.2,-0.3
28,12,1939,0,8.3,-2.5
29,12,1939,0.001,2.8,-4.4
30,12,1939,0,3.1,-10.8
31,12,1939,0,2.2,-8.9
1,1,1940,0.001,0.3,-6.1
2,1,1940,0,-0.3,-16.4
3,1,1940,0,3.1,-17.2
4,1,1940,0,5.3,-10.3
5,1,1940,0.0025,3.1,-9.7
6,1,1940,0,5.3,-14.4
7,1,1940,0.0081,0.8,-6.7
8,1,1940,0.0036,-1.7,-1.9
9,1,1940,0.0015,-1.7,-11.9
10,1,1940,0.0071,4.7,-6.1
11,1,1940,0.0135,3.1,-3.1
12,1,1940,0,8.6,-0.3
13,1,1940,0,5.3,0
14,1,1940,0.0404,12.8,2.8
15,1,1940,0,6.4,-9.4
16,1,1940,0,8.1,-10.8
17,1,1940,0,11.1,-6.4
18,1,1940,0,11.4,-8.9
19,1,1940,0,-1.4,-12.5
20,1,1940,0,1.4,-18.6
21,1,1940,0,3.9,-16.9
22,1,1940,0,7.8,-15
23,1,1940,0.016,-0.8,-3.9
24,1,1940,0,0.6,-6.4
25,1,1940,0,-4.2,-18.1
26,1,1940,0,-3.6,-25.6
27,1,1940,0,-3.1,-26.1
28,1,1940,0.002,1.7,-23.3
29,1,1940,0.0025,3.3,-20.8
30,1,1940,0.0013,0,-6.4
31,1,1940,0,6.4,-15
1,2,1940,0,10.3,-11.9
2,2,1940,0,3.1,-7.2
3,2,1940,0,9.4,-13.3
4,2,1940,0.0033,0.6,-6.1
5,2,1940,0.0071,11.9,-0.6
6,2,1940,0.0114,12.8,2.8
7,2,1940,0,6.4,0.8
8,2,1940,0,13.1,-9.2
9,2,1940,0.0023,13.6,-4.7
10,2,1940,0.0259,15.8,6.1
11,2,1940,0,13.9,-0.8
12,2,1940,0,17.2,-6.9
13,2,1940,0.0239,13.6,0.6
14,2,1940,0.0003,1.1,-1.4
15,2,1940,0,10,-7.2
16,2,1940,0,10.8,-6.7
17,2,1940,0.0107,5.6,0
18,2,1940,0.0599,7.8,-0.6
19,2,1940,0.0008,10.8,3.3
20,2,1940,0.0005,2.8,-1.4
21,2,1940,0,4.7,-0.6
22,2,1940,0,1.4,-2.8
23,2,1940,0,10.3,-9.4
24,2,1940,0.0005,7.8,-0.8
25,2,1940,0,5.8,0.6
26,2,1940,0,10.8,-11.7
27,2,1940,0.0384,7.2,-0.8
28,2,1940,0.0003,18.9,-1.4
29,2,1940,0,17.5,-3.9
1,3,1940,0,21.4,-2.8
2,3,1940,0,16.4,0.8
3,3,1940,0.0175,15.6,8.3
4,3,1940,0,14.7,3.6
5,3,1940,0,10.8,1.4
6,3,1940,0,12.2,-5.8
7,3,1940,0.0008,10.6,-6.9
8,3,1940,0.0046,7.5,0.6
9,3,1940,0,10,-6.4
10,3,1940,0,18.3,-5.6
11,3,1940,0.0076,17.8,-0.3
12,3,1940,0.0079,7.2,5
13,3,1940,0.014,10.3,2.8
14,3,1940,0.0066,7.8,2.2
15,3,1940,0,10.8,-3.9
16,3,1940,0,18.3,-5
17,3,1940,0,22.5,-3.3
18,3,1940,0.0076,19.7,3.1
19,3,1940,0,16.4,4.7
20,3,1940,0,18.1,-2.8
21,3,1940,0,17.5,-4.2
22,3,1940,0,13.1,0.6
23,3,1940,0,13.6,-5.3
24,3,1940,0.0025,0.6,-4.7
25,3,1940,0.0084,3.6,-10.3
26,3,1940,0,12.5,-10.8
27,3,1940,0,16.7,-5.8
28,3,1940,0.0196,13.9,4.4
29,3,1940,0,23.1,5.8
30,3,1940,0.0315,17.5,12.5
31,3,1940,0,23.1,0
1,4,1940,0,27.5,1.7
2,4,1940,0,29.7,5
3,4,1940,0,25.3,10.3
4,4,1940,0.0069,23.3,10.6
5,4,1940,0.0003,19.7,1.7
6,4,1940,0,17.2,-4.7
7,4,1940,0.0279,17.8,3.3
8,4,1940,0.0114,18.3,8.6
9,4,1940,0,11.9,3.6
10,4,1940,0,18.9,-4.4
11,4,1940,0,20.3,1.7
12,4,1940,0.0028,13.6,9.4
13,4,1940,0,7.8,-5.8
14,4,1940,0,16.4,0.3
15,4,1940,0,25.8,1.4
16,4,1940,0,21.7,5
17,4,1940,0,22.5,11.9
18,4,1940,0.0028,19.2,12.8
19,4,1940,0.0965,16.9,13.6
20,4,1940,0.0005,8.1,5
21,4,1940,0,14.2,1.1
22,4,1940,0,19.2,-2.5
23,4,1940,0.0226,16.9,2.2
24,4,1940,0,16.9,4.2
25,4,1940,0,16.9,2.5
26,4,1940,0,21.4,0.8
27,4,1940,0,18.1,0.8
28,4,1940,0,21.4,0.6
29,4,1940,0,19.2,1.4
30,4,1940,0.0091,16.4,4.7
1,5,1940,0.0084,19.4,10.3
2,5,1940,0,12.5,0
3,5,1940,0,13.6,0.6
4,5,1940,0,14.4,1.1
5,5,1940,0,25.6,-3.1
6,5,1940,0,29.2,1.4
7,5,1940,0,32.5,6.7
8,5,1940,0.0023,31.9,8.1
9,5,1940,0.0025,27.5,6.9
10,5,1940,0.0074,14.7,10.8
11,5,1940,0,20,3.6
12,5,1940,0,23.6,-0.8
13,5,1940,0,28.1,-0.3
14,5,1940,0.0005,27.5,3.1
15,5,1940,0.0064,21.7,10
16,5,1940,0,21.9,2.8
17,5,1940,0,25.3,0.6
18,5,1940,0,28.6,3.6
19,5,1940,0.0033,28.3,7.8
20,5,1940,0,28.3,10.8
21,5,1940,0.0048,26.9,5.6
22,5,1940,0,28.1,10.8
23,5,1940,0.0061,25.3,10.3
24,5,1940,0,23.9,13.6
25,5,1940,0,23.3,3.6
26,5,1940,0.0018,23.9,8.6
27,5,1940,0.0005,22.5,3.9
28,5,1940,0,22.8,8.6
29,5,1940,0.0107,16.9,7.8
30,5,1940,0,21.9,10.3
31,5,1940,0.0008,23.6,4.2
1,6,1940,0,23.1,5.8
2,6,1940,0,25.3,5.6
3,6,1940,0.0005,28.1,6.1
4,6,1940,0.0216,26.1,13.6
5,6,1940,0,30.3,9.4
6,6,1940,0,29.7,12.5
7,6,1940,0.0013,30.6,10.3
8,6,1940,0.0498,26.7,11.7
9,6,1940,0.0018,26.1,11.9
10,6,1940,0.0071,26.1,14.2
11,6,1940,0.0074,28.1,14.2
12,6,1940,0.0259,26.4,14.7
13,6,1940,0.0084,26.9,12.8
14,6,1940,0,29.7,13.9
15,6,1940,0.0076,24.4,13.3
16,6,1940,0.0211,25.3,16.1
17,6,1940,0.0094,28.1,16.9
18,6,1940,0.0013,30.6,13.3
19,6,1940,0.0023,27.8,14.2
20,6,1940,0,28.6,13.1
21,6,1940,0,25.8,6.4
22,6,1940,0,24.2,8.1
23,6,1940,0,29.4,9.4
24,6,1940,0.0137,28.6,16.4
25,6,1940,0,23.6,11.9
26,6,1940,0,26.7,7.8
27,6,1940,0,28.1,11.4
28,6,1940,0.0066,30.6,13.1
29,6,1940,0.0003,26.7,15
30,6,1940,0,26.4,6.9
1,7,1940,0,34.7,5.8
2,7,1940,0.0003,26.1,9.7
3,7,1940,0.0206,20.8,15.8
4,7,1940,0.0008,23.6,13.1
5,7,1940,0,24.7,8.6
6,7,1940,0.0023,20.3,11.9
7,7,1940,0.0048,17.2,11.1
8,7,1940,0.0127,20.3,12.5
9,7,1940,0.0097,24.7,14.7
10,7,1940,0.0036,26.9,14.4
11,7,1940,0,28.1,14.7
12,7,1940,0.0033,27.2,16.4
13,7,1940,0.0025,26.4,15.3
14,7,1940,0.0051,23.6,13.9
15,7,1940,0.0003,24.7,12.8
16,7,1940,0.0071,27.2,13.3
17,7,1940,0.0003,28.3,13.9
18,7,1940,0,23.9,12.5
19,7,1940,0,28.6,15
20,7,1940,0.0005,30.6,15
21,7,1940,0,31.1,13.9
22,7,1940,0.0033,31.7,14.7
23,7,1940,0,32.8,15
24,7,1940,0,32.2,13.3
25,7,1940,0.0107,31.9,14.7
26,7,1940,0.0003,30.6,15
27,7,1940,0.0038,33.1,15
28,7,1940,0,33.1,15
29,7,1940,0,31.7,14.7
30,7,1940,0,26.7,16.9
31,7,1940,0,32.2,14.4
1,8,1940,0.0023,32.2,15.8
2,8,1940,0,26.1,15.8
3,8,1940,0,26.1,15.6
4,8,1940,0,27.8,13.3
5,8,1940,0,28.9,16.7
6,8,1940,0.013,28.1,16.1
7,8,1940,0.0053,28.6,16.1
8,8,1940,0,30.3,13.6
9,8,1940,0,27.5,17.8
10,8,1940,0,26.9,11.9
11,8,1940,0.0008,24.2,18.1
12,8,1940,0.0429,22.5,18.3
13,8,1940,0.1156,22.5,16.1
14,8,1940,0,24.7,21.9
15,8,1940,0,26.7,13.6
16,8,1940,0,30.3,13.6
17,8,1940,0,30.8,14.7
18,8,1940,0,31.1,14.2
19,8,1940,0.0015,26.7,18.6
20,8,1940,0,23.9,9.4
21,8,1940,0.0015,23.9,11.7
22,8,1940,0.0008,25.6,11.1
23,8,1940,0.0005,25.8,10.6
24,8,1940,0,26.9,11.7
25,8,1940,0,28.9,11.7
26,8,1940,0,29.4,11.4
27,8,1940,0,31.1,14.4
28,8,1940,0,30,14.4
29,8,1940,0.1534,22.8,18.3
30,8,1940,0.0023,26.7,18.1
31,8,1940,0,28.9,16.1
1,9,1940,0.0003,27.2,10
2,9,1940,0,26.9,10.8
3,9,1940,0,28.1,8.9
4,9,1940,0,28.1,11.9
5,9,1940,0,28.3,13.1
6,9,1940,0,26.9,11.9
7,9,1940,0.0003,27.8,13.3
8,9,1940,0,28.6,10.8
9,9,1940,0,30,11.7
10,9,1940,0.001,29.2,14.4
11,9,1940,0,20.8,8.6
12,9,1940,0,20,4.7
13,9,1940,0,21.9,5.3
14,9,1940,0,24.4,2.5
15,9,1940,0,27.2,5.8
16,9,1940,0,26.9,7.5
17,9,1940,0,28.1,4.4
18,9,1940,0,26.9,8.6
19,9,1940,0,28.1,10.3
20,9,1940,0,29.7,11.4
21,9,1940,0,30.8,10.6
22,9,1940,0,30.8,10.6
23,9,1940,0,27.2,10.6
24,9,1940,0.0058,25.8,14.2
25,9,1940,0.0135,24.7,16.1
26,9,1940,0,17.5,5
27,9,1940,0,20.3,-2.2
28,9,1940,0,21.9,-1.9
29,9,1940,0,25,2.2
30,9,1940,0,23.1,1.1
1,10,1940,0.0003,20.8,1.4
2,10,1940,0,24.2,1.1
3,10,1940,0,24.2,-0.8
4,10,1940,0,24.7,0
5,10,1940,0,25,5.8
6,10,1940,0,32.2,5
7,10,1940,0.0135,22.2,4.7
8,10,1940,0,21.9,5.8
9,10,1940,0,20.3,-0.3
10,10,1940,0,21.1,-1.1
11,10,1940,0,21.1,0.3
12,10,1940,0,24.4,0.8
13,10,1940,0,25.3,2.2
14,10,1940,0,26.9,3.9
15,10,1940,0.0094,20.3,5.8
16,10,1940,0,13.3,9.7
17,10,1940,0,13.6,6.4
18,10,1940,0,19.4,0.8
19,10,1940,0,19.4,0.8
20,10,1940,0,21.7,2.2
21,10,1940,0,21.9,0
22,10,1940,0,20.3,1.9
23,10,1940,0,23.6,1.9
24,10,1940,0,25.8,5
25,10,1940,0,26.4,2.5
26,10,1940,0,27.2,2.8
27,10,1940,0,27.8,3.6
28,10,1940,0,28.1,3.9
29,10,1940,0.0104,20,5.3
30,10,1940,0.0157,22.8,11.4
31,10,1940,0,21.7,1.4
1,11,1940,0.0668,16.9,10.8
2,11,1940,0.0003,21.1,5.8
3,11,1940,0,23.6,-2.2
4,11,1940,0,21.9,-0.6
5,11,1940,0.0071,16.4,5.8
6,11,1940,0.0003,16.7,-0.8
7,11,1940,0,15.3,-5.8
8,11,1940,0,15.6,-4.7
9,11,1940,0,14.2,-7.5
10,11,1940,0.0147,11.9,2.8
11,11,1940,0.0353,15.3,4.4
12,11,1940,0,16.9,5
13,11,1940,0.0008,11.1,6.4
14,11,1940,0,6.4,0.8
15,11,1940,0,-1.1,-7.8
16,11,1940,0,5.3,-13.6
17,11,1940,0,17.5,-6.4
18,11,1940,0,16.4,-7.5
19,11,1940,0,15.8,-6.9
20,11,1940,0,18.1,-0.8
21,11,1940,0,16.9,3.3
22,11,1940,0,22.5,8.1
23,11,1940,0,21.9,2.8
24,11,1940,0.003,16.4,10.3
25,11,1940,0.0013,14.4,7.5
26,11,1940,0.0132,7.5,4.7
27,11,1940,0,5.3,2.2
28,11,1940,0,9.2,-7.5
29,11,1940,0,13.3,-9.2
30,11,1940,0,15,-5.3
1,12,1940,0.0071,14.7,4.7
2,12,1940,0,11.1,-8.1
3,12,1940,0,3.6,-7.2
4,12,1940,0,6.4,-12.2
5,12,1940,0.0005,10.3,-5.6
6,12,1940,0,10.6,-9.4
7,12,1940,0.0003,10.3,-6.1
8,12,1940,0,11.9,-5.3
9,12,1940,0,12.5,-8.3
10,12,1940,0,18.3,-7.5
11,12,1940,0,19.2,-6.4
12,12,1940,0.0117,14.4,2.8
13,12,1940,0.0038,16.1,8.6
14,12,1940,0.0048,15,10.3
15,12,1940,0.0046,12.5,5.6
16,12,1940,0.015,18.3,8.6
17,12,1940,0,11.9,-4.2
18,12,1940,0,11.9,-6.4
19,12,1940,0,8.1,-5
20,12,1940,0,16.9,-1.9
21,12,1940,0,17.8,-3.3
22,12,1940,0,15,-7.2
23,12,1940,0,18.3,-6.7
24,12,1940,0.0013,13.9,-3.6
25,12,1940,0.0061,14.2,7.2
26,12,1940,0,17.8,3.9
27,12,1940,0.0348,14.2,6.4
28,12,1940,0.0279,13.3,11.1
29,12,1940,0.0005,7.8,6.4
30,12,1940,0,10,1.9
31,12,1940,0,12.2,-4.4
1,1,1941,0.0005,15.8,0
2,1,1941,0.0163,13.6,7.5
3,1,1941,0.0061,10.3,3.6
4,1,1941,0,8.1,-6.1
5,1,1941,0,5.3,-5.8
6,1,1941,0,5.8,-11.9
7,1,1941,0,8.1,-9.7
8,1,1941,0,11.4,-10.3
9,1,1941,0,8.9,-9.2
10,1,1941,0,9.4,-7.8
11,1,1941,0,11.1,-4.4
12,1,1941,0,16.7,-9.4
13,1,1941,0,18.3,-4.7
14,1,1941,0,14.7,-2.5
15,1,1941,0.0193,9.2,-1.9
16,1,1941,0.0097,8.6,5.3
17,1,1941,0,12.8,2.5
18,1,1941,0,8.6,-0.8
19,1,1941,0,4.7,-5.8
20,1,1941,0,9.7,-9.7
21,1,1941,0,10.8,-7.8
22,1,1941,0.014,11.9,-0.8
23,1,1941,0.0003,18.3,3.1
24,1,1941,0.0117,14.2,2.5
25,1,1941,0,16.1,-3.6
26,1,1941,0.0132,6.7,0.6
27,1,1941,0,8.9,1.9
28,1,1941,0,11.4,-5.8
29,1,1941,0,12.2,-6.7
30,1,1941,0,14.7,-8.9
31,1,1941,0,13.6,-3.9
1,2,1941,0,10.8,-7.8
2,2,1941,0,11.1,-1.7
3,2,1941,0.0005,9.4,1.1
4,2,1941,0,10,-11.9
5,2,1941,0,12.8,-9.4
6,2,1941,0,10,-6.1
7,2,1941,0,7.2,-1.7
8,2,1941,0,1.1,-8.3
9,2,1941,0,6.4,-12.2
10,2,1941,0,9.4,-12.2
11,2,1941,0,11.7,-10.6
12,2,1941,0,14.4,-9.4
13,2,1941,0.018,10.3,-2.2
14,2,1941,0.0155,8.9,2.2
15,2,1941,0,11.7,-6.1
16,2,1941,0,11.1,-8.3
17,2,1941,0,10,2.8
18,2,1941,0,8.9,-0.6
19,2,1941,0,10,0.6
20,2,1941,0,11.7,-8.3
21,2,1941,0,10,-8.9
22,2,1941,0,6.7,-8.9
23,2,1941,0,10,-12.2
24,2,1941,0,7.2,-10.6
25,2,1941,0.0013,12.2,-1.7
26,2,1941,0.0013,5,-1.7
27,2,1941,0.0038,3.3,0
28,2,1941,0,-0.6,-6.1
1,3,1941,0,6.1,-8.3
2,3,1941,0,15.6,-8.3
3,3,1941,0,15.6,0.6
4,3,1941,0.0191,13.3,4.4
5,3,1941,0,12.8,-10
6,3,1941,0.0005,13.3,-5
7,3,1941,0.0348,9.4,2.8
8,3,1941,0,7.2,3.9
9,3,1941,0,10,-0.6
10,3,1941,0.0185,13.9,-5.6
11,3,1941,0.0036,8.9,-0.6
12,3,1941,0,13.9,-3.9
13,3,1941,0.001,10,-3.3
14,3,1941,0.0003,9.4,-4.4
15,3,1941,0,10,-8.3
16,3,1941,0.0107,15,2.8
17,3,1941,0,3.3,-3.3
18,3,1941,0,7.2,-8.3
19,3,1941,0,16.1,-9.4
20,3,1941,0,17.8,-3.9
21,3,1941,0,18.9,1.1
22,3,1941,0,18.3,-1.1
23,3,1941,0.0135,10,4.4
24,3,1941,0.0084,17.2,4.4
25,3,1941,0,19.4,-0.6
26,3,1941,0,14.4,-2.2
27,3,1941,0.0203,7.2,1.1
28,3,1941,0,13.3,0.6
29,3,1941,0,8.9,1.3
30,3,1941,0,16.1,-3.3
31,3,1941,0.0025,15.6,-1.7
1,4,1941,0.0013,16.1,3.9
2,4,1941,0,22.2,-1.1
3,4,1941,0.0178,15.6,0.6
4,4,1941,0.0282,16.1,9.4
5,4,1941,0,14.4,3.3
6,4,1941,0,18.9,5
7,4,1941,0,17.2,0.6
8,4,1941,0,18.3,6.1
9,4,1941,0.0046,12.8,6.1
10,4,1941,0.0005,21.1,1.7
11,4,1941,0,23.9,0.6
12,4,1941,0,23.9,2.8
13,4,1941,0,26.1,4.4
14,4,1941,0,28.3,3.9
15,4,1941,0,27.2,5
